case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
training_prior__coherent_csi_residual__physics_d_optimal__k16,validation,O3,49.989124838641956,0.2702114856142808,-0.11464130670503403,16.002388178060514
training_prior__coherent_csi_residual__physics_d_optimal__k16,validation,SO2,15.981197571664046,0.23852533689050814,-0.13327561033704316,5.422884826235018
training_prior__coherent_csi_residual__physics_d_optimal__k16,validation,NO2,36.091663767105715,0.3373052688514553,-0.0007543437873904768,-0.059388950199720986
training_prior__coherent_csi_residual__physics_d_optimal__k16,validation,PM2.5,92.65598939393774,0.4229901364708425,-0.002570369624353308,-3.44091021953495
training_prior__coherent_csi_residual__physics_d_optimal__k16,validation,PM10,99.7122452335159,0.37769789861180264,-0.005384065409782535,6.485958305808368
training_prior__coherent_csi_residual__physics_d_optimal__k16,validation,macro,,0.3491124366826925,-0.04458884653282069,
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,CO,1343.7837154421118,0.4479279051473706,-0.010832511839815817,-134.92775182032935
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,O3,49.98724577972342,0.27020132853904555,-0.11455751098626221,16.004037272035745
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,SO2,15.979857503189836,0.238505335868505,-0.13308556159520846,5.42351439456752
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,NO2,36.08962468154735,0.33728621197707803,-0.0006412669229887147,-0.05914938649673913
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,PM2.5,92.64985577972762,0.4229621354929373,-0.002437638294871869,-3.439543572696356
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,PM10,99.70409016489928,0.3776670082003761,-0.005219619393359576,6.487614295953858
training_prior__coherent_csi_residual__prior_d_optimal__k16,validation,macro,,0.3490916542042188,-0.044462351505417774,
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,CO,1343.6084874198923,0.44786949580663077,-0.010568905976352738,-134.75348200711358
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,O3,49.975755309799254,0.2701392178908068,-0.11404516759053274,15.996788966556615
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,SO2,15.972164028972427,0.23839050789511085,-0.13199478014454624,5.4254080320779785
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,NO2,36.084404923531324,0.33723742919188154,-0.0003518359520076064,-0.05431737572696894
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,PM2.5,92.62941679917589,0.4228688281176726,-0.001995402454150641,-3.43095322474879
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,PM10,99.6734610769567,0.37755098892786626,-0.004602107496101349,6.496460115824852
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,validation,macro,,0.3490094113049948,-0.043926366602281885,
training_prior__coherent_csi_residual__target_balanced__k16,validation,CO,1344.0217831168943,0.44800726103896477,-0.011190706182637511,-134.88459731903342
training_prior__coherent_csi_residual__target_balanced__k16,validation,O3,49.98321365863693,0.27017953328992933,-0.1143777111384785,15.999114466452426
training_prior__coherent_csi_residual__target_balanced__k16,validation,SO2,15.982291747070631,0.23854166786672584,-0.1334307983003249,5.4224614000671405
training_prior__coherent_csi_residual__target_balanced__k16,validation,NO2,36.09220059620908,0.33731028594587925,-0.0007841145430951268,-0.05775713361090136
training_prior__coherent_csi_residual__target_balanced__k16,validation,PM2.5,92.64097898423384,0.42292161143224904,-0.002245560119348955,-3.43823165771101
training_prior__coherent_csi_residual__target_balanced__k16,validation,PM10,99.68750278898733,0.37760417723101264,-0.004885178375277244,6.488539284492416
training_prior__coherent_csi_residual__target_balanced__k16,validation,macro,,0.3490940894674602,-0.04448567810986037,
training_prior__coherent_csi_residual__uniform__k32,validation,CO,1343.67818655172,0.44789272885057335,-0.010673754379695533,-134.99669407658965
training_prior__coherent_csi_residual__uniform__k32,validation,O3,49.98477126669435,0.27018795279294244,-0.11444716608626226,16.005552142782246
training_prior__coherent_csi_residual__uniform__k32,validation,SO2,15.97014083898479,0.23836031102962374,-0.13170801932127918,5.423487223368073
training_prior__coherent_csi_residual__uniform__k32,validation,NO2,36.091252068246966,0.33730142119856976,-0.0007315126386810977,-0.06036772353164822
training_prior__coherent_csi_residual__uniform__k32,validation,PM2.5,92.6361596347077,0.4228996102931203,-0.0021412856161837635,-3.4427819018142154
training_prior__coherent_csi_residual__uniform__k32,validation,PM10,99.68254039529315,0.37758538028520133,-0.004785135508981853,6.484507361858142
training_prior__coherent_csi_residual__uniform__k32,validation,macro,,0.3490379007416718,-0.04408114559184728,
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,CO,1343.8386492211994,0.44794621640706644,-0.010915159046013478,-134.76565072446604
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,O3,49.98023570654586,0.2701634362515993,-0.11424492797654051,16.000196557180498
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,SO2,15.979660898956169,0.23850240147695775,-0.13305768048950073,5.4265832861469585
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,NO2,36.08527130089985,0.3372455261766341,-0.00039987291409571135,-0.054745778839709464
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,PM2.5,92.63903424448718,0.4229127333690367,-0.0022034818438381176,-3.4307306098154977
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,PM10,99.69153479251777,0.37761944997165825,-0.0049664680537617745,6.497114242915894
training_prior__coherent_csi_residual__physics_d_optimal__k32,validation,macro,,0.3490649606088254,-0.04429793172062505,
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,CO,1343.8214140118105,0.44794047133727016,-0.010889228518237148,-134.8944798084434
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,O3,49.97791556223532,0.2701508949310017,-0.1141414811244259,15.997721567810443
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,SO2,15.980380844391735,0.23851314693121994,-0.133159780037992,5.420540074901916
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,NO2,36.08671043387893,0.33725897601756005,-0.00047966930227860693,-0.058242832926392867
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,PM2.5,92.6389938808836,0.42291254910241455,-0.0022026085071167323,-3.439487697884555
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,PM10,99.68532795388013,0.37759593921924295,-0.004841332644088814,6.486745658470783
training_prior__coherent_csi_residual__prior_d_optimal__k32,validation,macro,,0.34906199625645157,-0.044285683355689866,
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,CO,1343.3450810858342,0.44778169369527804,-0.010172712947159379,-134.65543488551427
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,O3,49.97714625163561,0.2701467364953276,-0.11410718140445852,15.996678654603032
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,SO2,15.970964170201965,0.2383725995552532,-0.13182471141170837,5.429439928885137
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,NO2,36.07378706061367,0.33713819682816515,0.00023678597369281018,-0.05167094719491363
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,PM2.5,92.61105832534854,0.4227850186046512,-0.0015982654728590173,-3.4249020351823867
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,PM10,99.65283036601853,0.37747284229552475,-0.004186279440476337,6.503426973527373
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,validation,macro,,0.34894951457903334,-0.0436087274504948,
training_prior__coherent_csi_residual__target_balanced__k32,validation,CO,1343.397846733283,0.4477992822444276,-0.010252072249285149,-134.7680634472376
training_prior__coherent_csi_residual__target_balanced__k32,validation,O3,49.97908513757508,0.27015721695986533,-0.11419362766290497,15.995916719070202
training_prior__coherent_csi_residual__target_balanced__k32,validation,SO2,15.971431933229136,0.23837958109297216,-0.13189101091630873,5.4245124767267106
training_prior__coherent_csi_residual__target_balanced__k32,validation,NO2,36.07849998001352,0.33718224280386466,-2.4462518426693336e-05,-0.054890517204477046
training_prior__coherent_csi_residual__target_balanced__k32,validation,PM2.5,92.62023739006624,0.4228269225750584,-0.0017968203988196763,-3.432255396674644
training_prior__coherent_csi_residual__target_balanced__k32,validation,PM10,99.66695172584309,0.3775263322948602,-0.004470897156940046,6.494802118336628
training_prior__coherent_csi_residual__target_balanced__k32,validation,macro,,0.3489785963285081,-0.04377148181711421,
training_prior__coherent_csi_residual__uniform__k64,validation,CO,1343.673240373406,0.4478910801244687,-0.010666313664417837,-134.80208726136172
training_prior__coherent_csi_residual__uniform__k64,validation,O3,49.986916411690174,0.27019954817129826,-0.11454282330342647,16.002819804111326
training_prior__coherent_csi_residual__uniform__k64,validation,SO2,15.971395997290081,0.23837904473567284,-0.1318859173817033,5.427621021359947
training_prior__coherent_csi_residual__uniform__k64,validation,NO2,36.08193931635919,0.337214386134198,-0.0002151347703822637,-0.05569870168655663
training_prior__coherent_csi_residual__uniform__k64,validation,PM2.5,92.6158928121542,0.4228070888480005,-0.0017028391614291039,-3.4320453369922688
training_prior__coherent_csi_residual__uniform__k64,validation,PM10,99.67439183233444,0.3775545145164183,-0.004620869625351354,6.496110034633916
training_prior__coherent_csi_residual__uniform__k64,validation,macro,,0.3490076104216761,-0.04393898298445172,
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,CO,1343.4781011436762,0.44782603371455876,-0.010372780506149315,-134.75845865740735
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,O3,49.97965803132885,0.27016031368285864,-0.11421917107677149,16.00094448154831
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,SO2,15.97669005217075,0.23845806048016044,-0.13263641649869617,5.42656103997205
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,NO2,36.078108816978876,0.33717858707456894,-2.778108977752325e-06,-0.054806641651147736
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,PM2.5,92.62180194283718,0.4228340650209427,-0.001830665642008178,-3.430341061798165
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,PM10,99.66880927612144,0.37753336847015695,-0.004508339309023723,6.497456025264289
training_prior__coherent_csi_residual__physics_d_optimal__k64,validation,macro,,0.348998404740541,-0.04392835852360444,
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,CO,1343.3278643904437,0.44777595479681453,-0.010146819787336225,-134.65733951221893
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,O3,49.977753298578655,0.2701500178301549,-0.11413424655390592,15.999849663469643
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,SO2,15.97100168676887,0.238373159504013,-0.1318300288398777,5.429901215063119
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,NO2,36.074890309427445,0.33714850756474246,0.00017563328991820892,-0.05210576161550307
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,PM2.5,92.61526235132997,0.42280421068856555,-0.0016892014966845004,-3.4244130922378053
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,PM10,99.66065708694452,0.37750248896569893,-0.0043440229662654595,6.5041285967165345
training_prior__coherent_csi_residual__prior_d_optimal__k64,validation,macro,,0.34895905655833154,-0.043661447725691936,
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,CO,1343.1613786178084,0.4477204595392695,-0.009896449558579379,-134.7067103454351
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,O3,49.976778383188496,0.2701447480172351,-0.11409078017305174,15.995956092104121
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,SO2,15.967526013267545,0.2383212837801126,-0.1313374556545608,5.426357095566634
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,NO2,36.07331047402874,0.3371337427479321,0.00026320241772492814,-0.0532146825634189
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,PM2.5,92.61486461205028,0.42280239494202504,-0.0016805979409451055,-3.4284636583251937
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,PM10,99.6594078470418,0.37749775699637045,-0.004318844349093354,6.499104021184695
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,validation,macro,,0.3489367310038241,-0.043510154209750906,
training_prior__coherent_csi_residual__target_balanced__k64,validation,CO,1343.2827030699216,0.4477609010233072,-0.010078900705672744,-134.58999753477798
training_prior__coherent_csi_residual__target_balanced__k64,validation,O3,49.9764903796718,0.2701431912414692,-0.11407793976402725,15.996609224689418
training_prior__coherent_csi_residual__target_balanced__k64,validation,SO2,15.973091928922216,0.23840435714809277,-0.13212631002471875,5.430855732276022
training_prior__coherent_csi_residual__target_balanced__k64,validation,NO2,36.07350843525089,0.3371355928528121,0.00025222978124006534,-0.04998799052590255
