case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
training_prior__pilot_power_residual__uniform__k32,test,CO,1349.053195090521,0.44968439836350704,-0.01569965070095103,-167.88306710399164
training_prior__pilot_power_residual__uniform__k32,test,O3,57.32254302200015,0.3098515839027035,-0.03526298586114218,10.599504456295865
training_prior__pilot_power_residual__uniform__k32,test,SO2,15.78235374880714,0.23555751863891253,-0.4349553700295663,8.690704199694258
training_prior__pilot_power_residual__uniform__k32,test,NO2,36.00952295841518,0.336537597742198,0.00014960812076891816,0.2342025511375156
training_prior__pilot_power_residual__uniform__k32,test,PM2.5,85.86743953435905,0.3919992674474291,-0.003156284358561079,-4.914924991074731
training_prior__pilot_power_residual__uniform__k32,test,PM10,95.3338958258837,0.361113241764711,-0.009016784758082652,9.051541923749243
training_prior__pilot_power_residual__uniform__k32,test,macro,,0.34745726797657683,-0.08299024459792238,
training_prior__pilot_power_residual__physics_d_optimal__k32,test,CO,1348.6732136483724,0.4495577378827908,-0.015127556634489281,-168.02088676437427
training_prior__pilot_power_residual__physics_d_optimal__k32,test,O3,57.32140272558764,0.30984542013831157,-0.03522179805387293,10.600484077066607
training_prior__pilot_power_residual__physics_d_optimal__k32,test,SO2,15.777725638196083,0.23548844236113556,-0.4341139038531385,8.685722582928038
training_prior__pilot_power_residual__physics_d_optimal__k32,test,NO2,36.00684277985733,0.336512549344461,0.0002984397427224783,0.23025901262416273
training_prior__pilot_power_residual__physics_d_optimal__k32,test,PM2.5,85.84753406098004,0.39190839562191426,-0.002691242281317008,-4.923318042828756
training_prior__pilot_power_residual__physics_d_optimal__k32,test,PM10,95.31502136514375,0.3610417475952415,-0.008617288602604134,9.041945682816676
training_prior__pilot_power_residual__physics_d_optimal__k32,test,macro,,0.3473923821573091,-0.08257889161378323,
training_prior__pilot_power_residual__prior_d_optimal__k32,test,CO,1348.610407449581,0.4495368024831937,-0.015033012132610546,-167.960549909115
training_prior__pilot_power_residual__prior_d_optimal__k32,test,O3,57.32101394880038,0.3098433186421642,-0.035207755521040385,10.600580071614466
training_prior__pilot_power_residual__prior_d_optimal__k32,test,SO2,15.78008633200589,0.23552367659710283,-0.4345430857473911,8.687835328444475
training_prior__pilot_power_residual__prior_d_optimal__k32,test,NO2,36.00506828759268,0.33649596530460446,0.0003969720680468969,0.23187263645429138
training_prior__pilot_power_residual__prior_d_optimal__k32,test,PM2.5,85.84444696054192,0.3918943024904917,-0.0026191294838711077,-4.91956906554056
training_prior__pilot_power_residual__prior_d_optimal__k32,test,PM10,95.31354970185954,0.3610361731131043,-0.008586142754844817,9.04623405687206
training_prior__pilot_power_residual__prior_d_optimal__k32,test,macro,,0.3473883731051102,-0.08259869226195184,
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,CO,1348.7060337734354,0.44956867792447847,-0.015176963738312788,-168.0967926212636
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,O3,57.321593621794186,0.3098464520096983,-0.03522869321811717,10.600447652466649
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,SO2,15.78192058599025,0.23555105352224254,-0.4348766034792424,8.683771538686305
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,NO2,36.00567674050011,0.33650165178037483,0.0003631870185160091,0.22858647569195736
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,PM2.5,85.84799027100729,0.391910478297227,-0.0027018992913157014,-4.927702700004187
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,PM10,95.31653719457188,0.3610474893733783,-0.008649369672369511,9.037140541135145
training_prior__pilot_power_residual__bayesian_a_optimal__k32,test,macro,,0.34740430048456655,-0.08271172373014025,
training_prior__pilot_power_residual__target_balanced__k32,test,CO,1348.6379832074654,0.44954599440248844,-0.015074522402142687,-168.10427788151978
training_prior__pilot_power_residual__target_balanced__k32,test,O3,57.32194066218218,0.30984832790368744,-0.035241228363503074,10.600952789687762
training_prior__pilot_power_residual__target_balanced__k32,test,SO2,15.779303000869083,0.23551198508759827,-0.4344006664536739,8.6830867771824
training_prior__pilot_power_residual__target_balanced__k32,test,NO2,36.005956349571605,0.33650426494926733,0.00034766121082674406,0.2280648922923694
training_prior__pilot_power_residual__target_balanced__k32,test,PM2.5,85.8452446224031,0.39189794395071165,-0.0026377621336186596,-4.928279275972709
training_prior__pilot_power_residual__target_balanced__k32,test,PM10,95.3125300153098,0.3610323106640523,-0.0085645626914439,9.03636492310775
training_prior__pilot_power_residual__target_balanced__k32,test,macro,,0.3473901378263009,-0.08259518013892592,
training_prior__pilot_power_residual__uniform__k64,test,CO,1348.8588308153496,0.4496196102717832,-0.015406998779107228,-167.88202690506392
training_prior__pilot_power_residual__uniform__k64,test,O3,57.32323299962873,0.30985531351150664,-0.03528790843300533,10.59618058785978
training_prior__pilot_power_residual__uniform__k64,test,SO2,15.783232995763717,0.23557064172781667,-0.4351152593979817,8.688125731013981
training_prior__pilot_power_residual__uniform__k64,test,NO2,36.01217156052372,0.336562351032932,2.5190715350342785e-06,0.2339909477910276
training_prior__pilot_power_residual__uniform__k64,test,PM2.5,85.87061342822034,0.39201375680538975,-0.003230444492672735,-4.9160959058115035
training_prior__pilot_power_residual__uniform__k64,test,PM10,95.33582271011974,0.3611205405686354,-0.009057573570251831,9.049595594958257
training_prior__pilot_power_residual__uniform__k64,test,macro,,0.3474570356530106,-0.08301594426691396,
training_prior__pilot_power_residual__physics_d_optimal__k64,test,CO,1348.6855108370235,0.4495618369456745,-0.015146068564367399,-168.1095875179213
training_prior__pilot_power_residual__physics_d_optimal__k64,test,O3,57.31898937935066,0.30983237502351707,-0.03513463005311812,10.601143392727495
training_prior__pilot_power_residual__physics_d_optimal__k64,test,SO2,15.780834413919361,0.23553484199879643,-0.4346791028960113,8.683087480833894
training_prior__pilot_power_residual__physics_d_optimal__k64,test,NO2,36.004667251689234,0.3364922173055069,0.0004192397370117451,0.22793217465317706
training_prior__pilot_power_residual__physics_d_optimal__k64,test,PM2.5,85.84750955831835,0.39190828376315284,-0.0026906699037627657,-4.928549089459514
training_prior__pilot_power_residual__physics_d_optimal__k64,test,PM10,95.3179932313788,0.3610530046643136,-0.00868018576930285,9.036086511061201
training_prior__pilot_power_residual__physics_d_optimal__k64,test,macro,,0.34739709328349355,-0.08265190290825845,
training_prior__pilot_power_residual__prior_d_optimal__k64,test,CO,1348.7798172711819,0.44959327242372726,-0.015288041103140415,-168.1611140200034
training_prior__pilot_power_residual__prior_d_optimal__k64,test,O3,57.317336114181785,0.3098234384550367,-0.0350749176483105,10.600856100798428
training_prior__pilot_power_residual__prior_d_optimal__k64,test,SO2,15.781259771211747,0.2355411906151007,-0.43475644474334496,8.681475860428167
training_prior__pilot_power_residual__prior_d_optimal__k64,test,NO2,36.00614131995383,0.3365059936444283,0.00033739032406809866,0.2266223010065312
training_prior__pilot_power_residual__prior_d_optimal__k64,test,PM2.5,85.85472502598063,0.3919412235835696,-0.0028592289263007498,-4.931748624815658
training_prior__pilot_power_residual__prior_d_optimal__k64,test,PM10,95.32538357545008,0.36108099839185637,-0.008836604979668872,9.032455584694778
training_prior__pilot_power_residual__prior_d_optimal__k64,test,macro,,0.34741435285228645,-0.08274630784611624,
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,CO,1348.8557209118676,0.4496185736372892,-0.015402316578051689,-168.1223281112475
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,O3,57.321025043992414,0.3098433786161752,-0.03520815627563856,10.600497513359281
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,SO2,15.78518330200244,0.23559975077615583,-0.43546995062922544,8.683195378652561
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,NO2,36.006177817744984,0.33650633474528024,0.0003353636978148389,0.22793428038936384
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,PM2.5,85.85164069343945,0.39192714308806087,-0.002787174748914545,-4.929227209070195
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,PM10,95.31814086966305,0.36105356390023885,-0.008683310466377936,9.035447286873282
training_prior__pilot_power_residual__bayesian_a_optimal__k64,test,macro,,0.34742479079386673,-0.08286925750006556,
training_prior__pilot_power_residual__target_balanced__k64,test,CO,1348.696281088993,0.4495654270296643,-0.015162282014444584,-168.19999498647093
training_prior__pilot_power_residual__target_balanced__k64,test,O3,57.31944457465428,0.30983483553867175,-0.03515107103710169,10.60171148275155
training_prior__pilot_power_residual__target_balanced__k64,test,SO2,15.78039349993537,0.23552826119306522,-0.43459893460763555,8.68095284950259
training_prior__pilot_power_residual__target_balanced__k64,test,NO2,36.00389394754131,0.33648499016393746,0.0004621770396513458,0.22570201673178197
training_prior__pilot_power_residual__target_balanced__k64,test,PM2.5,85.84706709321667,0.39190626383573135,-0.0026803340305809886,-4.933773570411247
training_prior__pilot_power_residual__target_balanced__k64,test,PM10,95.31467997845199,0.3610404544638333,-0.008610063552494829,9.030340783362128
training_prior__pilot_power_residual__target_balanced__k64,test,macro,,0.34739337203748394,-0.08262341803376771,
training_prior__pilot_power_residual__uniform__k128,test,CO,1348.7806744515817,0.44959355815052726,-0.015289331581059162,-167.86157639913705
training_prior__pilot_power_residual__uniform__k128,test,O3,57.3227211516613,0.30985254676573676,-0.035269420025492826,10.598525575548114
training_prior__pilot_power_residual__uniform__k128,test,SO2,15.78076548797069,0.2355338132532939,-0.43466657042787205,8.689353250988322
training_prior__pilot_power_residual__uniform__k128,test,NO2,36.006718109834786,0.3365113842040634,0.00030536246022094815,0.2342069819385297
training_prior__pilot_power_residual__uniform__k128,test,PM2.5,85.85854090984017,0.3919586437335789,-0.002948376713715062,-4.914401482916008
training_prior__pilot_power_residual__uniform__k128,test,PM10,95.32502151158839,0.3610796269378348,-0.008828941489218645,9.051642489212263
training_prior__pilot_power_residual__uniform__k128,test,macro,,0.3474215955075058,-0.0827828796295228,
training_prior__pilot_power_residual__physics_d_optimal__k128,test,CO,1348.8524581157553,0.4496174860385851,-0.015397404196879183,-168.21924482605658
training_prior__pilot_power_residual__physics_d_optimal__k128,test,O3,57.317274549172566,0.3098231056712031,-0.035072694085006795,10.6008802319466
training_prior__pilot_power_residual__physics_d_optimal__k128,test,SO2,15.783568734447462,0.2355756527529472,-0.43517631518205135,8.679767080299959
training_prior__pilot_power_residual__physics_d_optimal__k128,test,NO2,36.00485815922777,0.33649400148811004,0.0004086395552580502,0.22523188153797194
training_prior__pilot_power_residual__physics_d_optimal__k128,test,PM2.5,85.85691270301756,0.39195121069626954,-0.00291033758823378,-4.935205312688324
training_prior__pilot_power_residual__physics_d_optimal__k128,test,PM10,95.32459689698497,0.3610780185491855,-0.008819954078777004,9.028591473289017
training_prior__pilot_power_residual__physics_d_optimal__k128,test,macro,,0.34742324586605006,-0.08282801092928167,
training_prior__pilot_power_residual__prior_d_optimal__k128,test,CO,1348.849822383217,0.44961660746107235,-0.015393435915031173,-168.17304087519508
training_prior__pilot_power_residual__prior_d_optimal__k128,test,O3,57.31728211291847,0.30982314655631604,-0.035072967267129496,10.60067928496959
training_prior__pilot_power_residual__prior_d_optimal__k128,test,SO2,15.784588423217993,0.23559087198832826,-0.43536175872388805,8.681400989183642
training_prior__pilot_power_residual__prior_d_optimal__k128,test,NO2,36.00492940943695,0.3364946673779154,0.000404683357809521,0.22651179340923686
training_prior__pilot_power_residual__prior_d_optimal__k128,test,PM2.5,85.85707159041556,0.39195193604389794,-0.002914049577318778,-4.932364302036682
training_prior__pilot_power_residual__prior_d_optimal__k128,test,PM10,95.3254858691386,0.36108138586794924,-0.008838770146363029,9.031846994153378
training_prior__pilot_power_residual__prior_d_optimal__k128,test,macro,,0.3474264358825799,-0.0828627163786535,
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,CO,1348.8334269365278,0.4496111423121759,-0.015368751583991758,-168.23368342016917
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,O3,57.317119857991585,0.30982226950265723,-0.03506710706424765,10.601588847310618
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,SO2,15.78435220851262,0.23558734639571074,-0.4353187989698677,8.679796514223487
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,NO2,36.00541857440027,0.3364992390130866,0.0003775220587328709,0.22486373745755556
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,PM2.5,85.85545006264222,0.3919445334975691,-0.002876167138550878,-4.9358591059711605
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,PM10,95.32340563271356,0.36107350618452105,-0.008794739943129182,9.027960421457978
training_prior__pilot_power_residual__bayesian_a_optimal__k128,test,macro,,0.3474230061509534,-0.08284134044017571,
training_prior__pilot_power_residual__target_balanced__k128,test,CO,1348.7967544104447,0.4495989181368149,-0.015313539976555823,-168.22569296502087
training_prior__pilot_power_residual__target_balanced__k128,test,O3,57.317208915106995,0.30982275089247024,-0.03507032356091222,10.601361637494435
training_prior__pilot_power_residual__target_balanced__k128,test,SO2,15.782859134353485,0.23556506170676844,-0.43504727233090135,8.679973165167006
training_prior__pilot_power_residual__target_balanced__k128,test,NO2,36.004118893570535,0.336487092463276,0.00044968712580739645,0.22507855307242283
training_prior__pilot_power_residual__target_balanced__k128,test,PM2.5,85.85285776928366,0.3919326992434784,-0.002815606976612983,-4.935428430876118
training_prior__pilot_power_residual__target_balanced__k128,test,PM10,95.32105853699626,0.3610646156704404,-0.008745062560155059,9.028428485487066
training_prior__pilot_power_residual__target_balanced__k128,test,macro,,0.347411856352208,-0.08275701971322168,
training_prior__pilot_power_residual__uniform__k256,test,CO,1348.8852082061808,0.4496284027353936,-0.015446712422271025,-168.21733700204186
training_prior__pilot_power_residual__uniform__k256,test,O3,57.31748088476106,0.30982422099870843,-0.03508014638344781,10.601351310358135
training_prior__pilot_power_residual__uniform__k256,test,SO2,15.785666075541704,0.23560695635136872,-0.4355577567056914,8.680260583595457
training_prior__pilot_power_residual__uniform__k256,test,NO2,36.00588087308111,0.3365035595615057,0.0003518521935869101,0.22531172914122505
training_prior__pilot_power_residual__uniform__k256,test,PM2.5,85.85895071421358,0.3919605145592963,-0.002957950918158758,-4.934908886003361
training_prior__pilot_power_residual__uniform__k256,test,PM10,95.32731424198018,0.3610883115226522,-0.008877470208185967,9.029023825254416
training_prior__pilot_power_residual__uniform__k256,test,macro,,0.3474353276214875,-0.08292803074069467,
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,CO,1348.7060337734354,0.44956867792447847,-0.015176963738312788,-168.0967926212636
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,O3,57.321593621794186,0.3098464520096983,-0.03522869321811717,10.600447652466649
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,SO2,15.78192058599025,0.23555105352224254,-0.4348766034792424,8.683771538686305
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,NO2,36.00567674050011,0.33650165178037483,0.0003631870185160091,0.22858647569195736
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,PM2.5,85.84799027100729,0.391910478297227,-0.0027018992913157014,-4.927702700004187
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,PM10,95.31653719457188,0.3610474893733783,-0.008649369672369511,9.037140541135145
training_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,test,macro,,0.34740430048456655,-0.08271172373014025,
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,CO,1348.7060337734354,0.44956867792447847,-0.015176963738312788,-168.0967926212636
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,O3,57.321593621794186,0.3098464520096983,-0.03522869321811717,10.600447652466649
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,SO2,15.78192058599025,0.23555105352224254,-0.4348766034792424,8.683771538686305
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,NO2,36.00567674050011,0.33650165178037483,0.0003631870185160091,0.22858647569195736
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,PM2.5,85.84799027100729,0.391910478297227,-0.0027018992913157014,-4.927702700004187
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,PM10,95.31653719457188,0.3610474893733783,-0.008649369672369511,9.037140541135145
training_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,test,macro,,0.34740430048456655,-0.08271172373014025,
training_prior__pilot_power_residual__full_offset_background_projected,test,CO,1348.7407422485921,0.4495802474161974,-0.015229214854459272,-167.84170949238293
training_prior__pilot_power_residual__full_offset_background_projected,test,O3,57.31694773457469,0.3098213391058091,-0.03506089045670979,10.600336799516105
training_prior__pilot_power_residual__full_offset_background_projected,test,SO2,15.78254773184009,0.23556041390806104,-0.4349906447053109,8.692086130245215
training_prior__pilot_power_residual__full_offset_background_projected,test,NO2,36.00633359208936,0.3365077905802744,0.0003267139354902193,0.23495065197204024
training_prior__pilot_power_residual__full_offset_background_projected,test,PM2.5,85.84733314421663,0.3919074784031816,-0.0026865489084542116,-4.912405878326771
training_prior__pilot_power_residual__full_offset_background_projected,test,PM10,95.31856907630392,0.3610551858950906,-0.00869237329236916,9.054352294215617
training_prior__pilot_power_residual__full_offset_background_projected,test,macro,,0.3474054092181023,-0.08272215971363552,
training_prior__coherent_csi_residual__uniform__k16,test,CO,1348.9788180166456,0.44965960600554855,-0.015587657066106875,-167.77522540605545
training_prior__coherent_csi_residual__uniform__k16,test,O3,57.32430758312273,0.3098611220709337,-0.03532672388940039,10.596519136072123
training_prior__coherent_csi_residual__uniform__k16,test,SO2,15.781699067587061,0.2355477472774188,-0.43483632329388366,8.691848028265943
training_prior__coherent_csi_residual__uniform__k16,test,NO2,36.014040121092435,0.3365798142158172,-0.00010125719396136823,0.23672612458306064
training_prior__coherent_csi_residual__uniform__k16,test,PM2.5,85.86733887235145,0.3919988079084763,-0.0031539323688689613,-4.909546320104347
training_prior__coherent_csi_residual__uniform__k16,test,PM10,95.33130390503183,0.36110342388269634,-0.00896191956937753,9.057028182026702
training_prior__coherent_csi_residual__uniform__k16,test,macro,,0.34745842022681517,-0.0829946355635998,
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,CO,1348.6285635583372,0.44954285451944576,-0.015060342744492417,-168.14310097673297
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,O3,57.31833935524128,0.3098288613796826,-0.03511115236595064,10.60248109029221
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,SO2,15.775114117856724,0.23544946444562273,-0.4336391956776282,8.683791841482822
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,NO2,36.01054950969881,0.33654719167942815,9.260029344704268e-05,0.22748209442535225
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,PM2.5,85.84453362875759,0.39189469814543654,-0.0026211539655442984,-4.92977451798387
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,PM10,95.31194861103296,0.36103010837512484,-0.008552258286941061,9.035171678719133
training_prior__coherent_csi_residual__physics_d_optimal__k16,test,macro,,0.34738219642412344,-0.08248191712451826,
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,CO,1348.538044720874,0.4495126815736247,-0.014924087290413945,-168.18493217880118
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,O3,57.316601659841695,0.3098194684315767,-0.03504839127962378,10.60296094898094
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,SO2,15.769409110855225,0.23536431508739142,-0.4326024434043072,8.682864658766842
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,NO2,36.009961718773745,0.3365416983062967,0.00012524248895484646,0.22653174004291085
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,PM2.5,85.83418885607968,0.39184747252262025,-0.002379524998745941,-4.932068557740419
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,PM10,95.29922143971196,0.3609818993928483,-0.008282928773558407,9.032703753875754
training_prior__coherent_csi_residual__prior_d_optimal__k16,test,macro,,0.34734458921905964,-0.08218535554294908,
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,CO,1348.3651427393215,0.44945504757977384,-0.014663848231054155,-168.31327023446218
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,O3,57.31871561794972,0.3098308952321607,-0.03512474225736928,10.602535713378836
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,SO2,15.776403526869146,0.2354687093562559,-0.43387356771867003,8.677590382503919
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,NO2,35.999957335108384,0.3364481993935363,0.0006807410602295283,0.2231009521633192
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,PM2.5,85.82261816241626,0.39179465036483246,-0.0021092959714603676,-4.940118632551633
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,PM10,95.29381606334468,0.36096142448236623,-0.008168552306132115,9.023410269028036
training_prior__coherent_csi_residual__bayesian_a_optimal__k16,test,macro,,0.34732648773482094,-0.08220987757074273,
training_prior__coherent_csi_residual__target_balanced__k16,test,CO,1348.1194311332818,0.44937314371109394,-0.014294079005167104,-168.16004649660587
training_prior__coherent_csi_residual__target_balanced__k16,test,O3,57.31922316430895,0.30983363872599434,-0.03514307400519945,10.599743308738885
training_prior__coherent_csi_residual__target_balanced__k16,test,SO2,15.772191673457662,0.23540584587250243,-0.43310806256268686,8.681187241330946
training_prior__coherent_csi_residual__target_balanced__k16,test,NO2,35.997702273295445,0.33642712404949016,0.0008059332151850729,0.2269222066469167
training_prior__coherent_csi_residual__target_balanced__k16,test,PM2.5,85.81759179589784,0.3917717041584028,-0.0019919184963599346,-4.931766501145649
training_prior__coherent_csi_residual__target_balanced__k16,test,PM10,95.2884301152115,0.36094102316367993,-0.00805459338816683,9.032439304331616
training_prior__coherent_csi_residual__target_balanced__k16,test,macro,,0.3472920799468606,-0.08196429904039919,
training_prior__coherent_csi_residual__uniform__k32,test,CO,1348.9607571801007,0.4496535857267002,-0.015560462806808006,-167.98969109533823
training_prior__coherent_csi_residual__uniform__k32,test,O3,57.32000015679723,0.30983783868539044,-0.03517113802280947,10.600725003786582
training_prior__coherent_csi_residual__uniform__k32,test,SO2,15.781190150468431,0.2355401514995288,-0.4347437856031655,8.688430190974845
training_prior__coherent_csi_residual__uniform__k32,test,NO2,36.00584456558825,0.33650322023914253,0.00035386823645655596,0.23162604541833579
training_prior__coherent_csi_residual__uniform__k32,test,PM2.5,85.8595718432984,0.39196335011777533,-0.0029724623605269507,-4.920863602476312
training_prior__coherent_csi_residual__uniform__k32,test,PM10,95.32589702250435,0.3610829432670619,-0.008847472716228433,9.045116761047876
training_prior__coherent_csi_residual__uniform__k32,test,macro,,0.3474301815892666,-0.08282357554551363,
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,CO,1348.2771381315067,0.44942571271050225,-0.014531403128229758,-168.22083994001198
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,O3,57.31653877329241,0.3098191285042833,-0.03504612001496099,10.602271619745077
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,SO2,15.774438673989758,0.235439383193877,-0.4335164299005776,8.680076234987704
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,NO2,35.99962902531561,0.336445131077716,0.0006989680153193234,0.22505721591639052
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,PM2.5,85.82328627251205,0.3917977003995085,-0.0021248984305339835,-4.934922956393881
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,PM10,95.2918090779216,0.36095382226485456,-0.008126086627563645,9.02905755869709
training_prior__coherent_csi_residual__physics_d_optimal__k32,test,macro,,0.34731347969179027,-0.08210766168109111,
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,CO,1348.1203999120578,0.4493734666373526,-0.014295536779466378,-168.1480440262442
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,O3,57.31695718012941,0.30982139016286164,-0.03506123160275698,10.602509381550336
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,SO2,15.778969163545709,0.23550700244098072,-0.43433997284590076,8.68267311445546
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,NO2,35.996277221525354,0.33641380580864816,0.0008850424360176135,0.22702217589815
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,PM2.5,85.81625876845672,0.39176561866449217,-0.0019607903250509207,-4.930352555966471
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,PM10,95.28627698991237,0.3609328673860317,-0.008009038154997317,9.034304039498773
training_prior__coherent_csi_residual__prior_d_optimal__k32,test,macro,,0.34730235851672786,-0.08213025454535912,
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,CO,1348.2610163183983,0.44942033877279947,-0.014507141071975038,-168.38031808583804
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,O3,57.31789495422874,0.30982645921204727,-0.03509510156384743,10.60237701127758
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,SO2,15.782144638106246,0.2355543975836753,-0.43491734496181267,8.675699500132685
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,NO2,35.996971700359325,0.33642029626504044,0.0008464900668463393,0.2213926659321901
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,PM2.5,85.82115402053752,0.391787966311517,-0.002075104106817216,-4.944212011166905
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,PM10,95.29008741426425,0.36094730081160703,-0.00808965876701806,9.018804008354902
training_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,macro,,0.3473261264927811,-0.08230631006743734,
training_prior__coherent_csi_residual__target_balanced__k32,test,CO,1348.197342115537,0.4493991140385123,-0.014411319258034627,-168.39920153905433
training_prior__coherent_csi_residual__target_balanced__k32,test,O3,57.31816419621365,0.30982791457412784,-0.03510482598636799,10.601623830335988
training_prior__coherent_csi_residual__target_balanced__k32,test,SO2,15.777664663341087,0.23548753228867295,-0.4341028192747436,8.67390470175006
training_prior__coherent_csi_residual__target_balanced__k32,test,NO2,35.99754699684045,0.3364256728676677,0.0008145532641398168,0.22048657261308183
training_prior__coherent_csi_residual__target_balanced__k32,test,PM2.5,85.81812536946488,0.3917741400112539,-0.0020043783674181803,-4.9459384951173915
training_prior__coherent_csi_residual__target_balanced__k32,test,PM10,95.28393727566346,0.36092400483205855,-0.007959536291167746,9.016518059610203
training_prior__coherent_csi_residual__target_balanced__k32,test,macro,,0.3473063964353822,-0.08212805431893205,
training_prior__coherent_csi_residual__uniform__k64,test,CO,1348.6793601110298,0.44955978670367663,-0.015136809369360904,-167.99846153821596
training_prior__coherent_csi_residual__uniform__k64,test,O3,57.32125427971058,0.3098446177281653,-0.035216436209903,10.595460985752355
training_prior__coherent_csi_residual__uniform__k64,test,SO2,15.783000153326064,0.23556716646755319,-0.4350729165813254,8.683991908241834
training_prior__coherent_csi_residual__uniform__k64,test,NO2,36.01044573374135,0.3365462218106668,9.836339340951739e-05,0.23103103526416782
training_prior__coherent_csi_residual__uniform__k64,test,PM2.5,85.86621568100881,0.39199368035155946,-0.0031276889459839197,-4.923345083327551
training_prior__coherent_csi_residual__uniform__k64,test,PM10,95.33057287630506,0.36110065483448883,-0.008946445589913754,9.041326489070165
training_prior__coherent_csi_residual__uniform__k64,test,macro,,0.34743535464935166,-0.08290032221717958,
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,CO,1348.2616297415684,0.4494205432471895,-0.014508064220120076,-168.35830271113056
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,O3,57.313101942582854,0.3098005510409884,-0.03492199627281156,10.603316727118386
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,SO2,15.784259333613894,0.23558596020319245,-0.4353019082297027,8.67588033196067
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,NO2,35.9977778361485,0.3364278302443785,0.0008017383900206232,0.2213992243375102
