frequency_ghz,itu_refracted_db,hitran_refracted_db
329.3333333333333,40.45312250003786,58.8013747244786
330.66666666666663,31.536411274370447,50.225502422946086
332.0,26.55785927314839,45.407536906230106
333.3333333333333,23.624588045783145,42.57172411373814
334.66666666666663,21.832253464621406,40.85317554100135
336.0,20.71695763939029,39.80296616307006
337.3333333333333,20.012222449748354,39.16049515645963
338.66666666666663,19.588812540442962,38.79818843426535
340.0,19.37338309928784,38.64459082244561
341.3333333333333,19.312871492723367,38.647559971660066
342.66666666666663,19.373139780830076,38.77357207104815
344.0,19.53306042235587,39.00202538263053
345.3333333333333,19.780051821186987,39.32087419468062
346.66666666666663,20.107473189439126,39.72405193205703
