station,datetime,geopotential_height_m,geometric_altitude_m,temperature_k,pressure_pa,water_pressure_pa,surface,pressure_flag,height_flag,temperature_flag
CHM00054511,2026-01-01T00:00:00Z,3438,3439.860417721232,256.15,66130,84.66001531006182,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,3556,3557.9903538526196,256.04999999999995,65090,88.53490694464607,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,3619,3621.0615233678677,255.54999999999998,64550,88.53490694464607,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,3781,3783.2502746346795,254.45,63160,81.67052962583638,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,3862,3864.347752146105,254.45,62480,66.24760230086727,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,3890,3892.3819290664574,254.74999999999997,62240,52.9954916405386,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,3962,3964.4709473171215,254.14999999999998,61630,50.080111666831606,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,4034,4036.5615996393362,253.64999999999998,61040,45.97741173072742,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,4161,4163.725483640176,253.34999999999997,60000,38.667951581385466,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,4241,4243.831327857821,253.24999999999997,59360,31.166225311962872,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,4335,4337.958272982422,252.54999999999998,58610,30.252271801784637,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,4706,4709.486496664074,249.24999999999997,55720,31.476372577947018,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,4842,4845.691001970426,248.14999999999998,54680,30.554196698334362,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5090,5094.078939165033,246.34999999999997,52830,23.28894960932395,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5170,5174.208217903028,245.74999999999997,52250,20.593971627072683,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5347,5351.501420706145,244.24999999999997,50970,28.21313886256083,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5401,5405.59283964943,243.84999999999997,50590,26.5650741714252,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5484,5488.735147329311,243.34999999999997,50000,24.7526423188731,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5722,5727.155260143057,241.74999999999997,48350,18.184408712998472,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,5873,5878.431067567978,240.45,47320,16.723059047066986,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,6148,6153.951846576191,238.04999999999998,45490,16.203081911171676,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,6245,6251.141232349283,237.24999999999997,44860,14.573870128071789,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,6572,6578.801553464351,234.54999999999998,42780,10.653232955517527,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,6738,6745.1496761904045,232.95,41750,9.972984967061292,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,6810,6817.303373440698,232.45,41310,8.536475828773462,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,6966,6973.64199754323,231.14999999999998,40370,7.208232868628523,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,7028,7035.77871212954,230.54999999999998,40000,6.966309397154609,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,7157,7165.067055625,229.34999999999997,39240,6.5044845397914015,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,7174,7182.105446145201,229.14999999999998,39140,6.284180265544643,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,7386,7394.591861882577,227.84999999999997,37910,3.789164511687872,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,7565,7574.013610531467,226.24999999999997,36900,3.4400202039070966,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,7571,7580.027922594912,226.24999999999997,36870,3.4400202039070966,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,8070,8080.257996287742,222.54999999999998,34160,1.3508907702657291,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,8276,8286.788734959022,222.45,33090,0.9549773750907433,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,8452,8463.252799404692,220.64999999999998,32200,0.9045423229195524,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,8884,8896.433352730879,216.84999999999997,30100,0.822120675762534,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,8905,8917.492243450195,216.64999999999998,30000,0.822120675762534,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,8922,8934.540018941865,216.45,29920,0.788954928693994,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9157,9170.209800572153,214.64999999999998,28820,0.6498124549033594,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9197,9210.32554384206,214.84999999999997,28640,0.6589484772866774,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9231,9244.424323142763,217.74999999999997,28480,0.7998711908567439,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9257,9270.500106734784,218.54999999999998,28370,0.7889549286939955,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9289,9302.593672099954,219.14999999999998,28230,0.7064237655835949,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9494,9508.200752071127,217.74999999999997,27330,0.4828814663912992,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9556,9570.386972543842,218.64999999999998,27070,0.4559573023867815,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9624,9638.592611288672,218.54999999999998,26780,0.3722220949828203,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9825,9840.208999894596,217.74999999999997,25950,0.24930273758128813,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,9996,10011.743443672924,219.45,25260,0.24930273758128813,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,10062,10077.952192508112,220.14999999999998,25000,0.260821312182066,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,10096,10112.060267195238,220.24999999999997,24870,0.23114172736887026,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,10439,10456.17099055879,218.04999999999998,23570,0.20149139605850006,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,10733,10751.15264575523,216.54999999999998,22510,0.19842312371789161,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,10901,10919.725863377176,216.95,21910,0.15975339165721722,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,10965,10983.946579793474,216.74999999999997,21690,0.1343877861575897,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11108,11127.444423887957,220.14999999999998,21210,0.12217368352523976,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11250,11269.945186490744,220.64999999999998,20750,0.10922319544612502,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11322,11342.201531051254,222.95,20520,0.1365298337750205,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11368,11388.366165211386,224.24999999999997,20370,0.14314658454798665,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11489,11509.802420603544,223.64999999999998,20000,0.15483581273523814,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11757,11778.785162006863,221.14999999999998,19190,0.11833586157620388,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,11827,11849.045590824435,220.54999999999998,18980,0.11099212989146345,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,12164,12187.321068208848,221.04999999999998,18020,0.10076274820846248,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,12596,12621.008664017516,221.54999999999998,16850,0.09914509912116935,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,12783,12808.757491626317,221.45,16370,0.09443503649360055,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,13080,13106.969556816022,220.34999999999997,15630,0.08286705506009169,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,13174,13201.358990931321,220.74999999999997,15410,0.09443503649360072,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,13346,13374.078814897957,219.45,15000,0.09141084559699138,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,13820,13850.110992589249,217.74999999999997,13930,0.07142703300781784,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,14014,14044.963246868236,218.04999999999998,13510,0.07262180186458915,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,14489,14522.100276288784,217.45,12530,0.07142703300781784,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,14711,14745.1235642075,218.45,12100,0.07631794810559668,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,14800,14834.53818579286,218.24999999999997,11930,0.07758815788367528,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,14901,14936.011751432741,217.95,11750,0.07506699674661658,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,14974,15009.35604384376,218.74999999999997,11610,0.07758815788367528,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15149,15185.188278320813,217.84999999999997,11300,0.07262180186458915,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15254,15290.692277173015,218.04999999999998,11110,0.07383503610994263,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15565,15603.205574149124,219.34999999999997,10590,0.08423769286408916,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15571,15609.23507099214,219.34999999999997,10580,0.08286705506009169,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15716,15754.951381238123,219.24999999999997,10340,0.08151706598649876,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15919,15958.965411718655,218.34999999999997,10010,0.07887789718137522,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,15928,15968.01067114473,218.24999999999997,10000,0.08847640390433896,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,16130,16171.03324966139,218.14999999999998,9690,0.07758815788367528,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,16633,16676.63578634707,216.74999999999997,8950,0.06682750582736315,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,16751,16795.257939610554,217.24999999999997,8790,0.06909186386747397,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,16950,16995.31716693355,216.74999999999997,8510,0.06572126277721477,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,17354,17401.506190794982,216.34999999999997,7990,0.06250338500378542,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,17504,17552.332126988913,215.95,7800,0.058439485454639555,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,17688,17737.355023553897,216.74999999999997,7570,0.061463590550149626,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,17822,17872.106718721603,219.24999999999997,7420,0.07383503610994263,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,18083,18134.58719705655,219.64999999999998,7120,0.08151706598649876,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,18191,18243.206131662086,218.84999999999997,7000,0.08847640390433913,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,18198,18250.24637552204,218.84999999999997,6990,0.07631794810559668,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,18435,18488.618093627487,218.74999999999997,6740,0.07887789718137522,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,18664,18718.960443363012,217.04999999999998,6500,0.07025047182793938,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,18818,18873.87251962307,215.95,6340,0.061463590550149626,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,19126,19183.719257641646,216.04999999999998,6040,0.057462463595925765,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,19268,19326.580819118208,216.54999999999998,5910,0.06250338500378542,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,19656,19716.967591851808,214.84999999999997,5550,0.054621383159618196,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,19889,19951.423859734063,214.04999999999998,5350,0.050173607705683194,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,20133,20196.967360741895,215.14999999999998,5150,0.05103538111143494,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,20158,20222.126574343874,215.14999999999998,5120,0.050173607705683194,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,20313,20378.11812981174,214.95,5000,0.059431866092715765,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,20540,20606.584051768354,215.54999999999998,4820,0.053703642787174696,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,20594,20660.93518357772,216.04999999999998,4780,0.05555362640823631,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,20839,20907.539918625956,217.34999999999997,4600,0.06250338500378542,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21054,21123.963867675804,216.64999999999998,4450,0.060439826502992615,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21069,21139.063761098423,216.64999999999998,4440,0.060439826502992615,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21282,21353.489964144806,218.24999999999997,4290,0.06795095788666809,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21510,21583.03258147737,217.24999999999997,4140,0.06682750582736315,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21530,21603.16868700708,217.14999999999998,4130,0.06572126277721477,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21724,21798.495508632775,218.34999999999997,4000,0.07506699674661672,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21937,22012.966055121615,219.04999999999998,3870,0.07631794810559668,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,21968,22044.181280602792,218.95,3850,0.07506699674661658,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,22403,22482.233603915658,216.74999999999997,3600,0.06463198693425952,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,22426,22505.39666579312,216.74999999999997,3580,0.06355943957182521,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,22545,22625.243020412454,217.64999999999998,3520,0.06572126277721477,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,22894,22976.75115695423,217.04999999999998,3330,0.06250338500378542,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,23169,23253.754770630338,216.14999999999998,3190,0.060439826502992615,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,23366,23452.204875106578,216.84999999999997,3090,0.05843948545463966,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,23549,23636.562987499085,217.34999999999997,3000,0.07142703300781784,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,23770,23859.217315153837,217.45,2900,0.06795095788666798,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,23856,23945.86528088983,217.04999999999998,2860,0.06572126277721477,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24009,24100.02387490946,216.45,2790,0.060439826502992615,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24158,24250.159338458972,217.54999999999998,2730,0.06355943957182521,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24298,24391.232654945907,217.24999999999997,2670,0.06250338500378542,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24371,24464.79478712241,217.84999999999997,2640,0.06463198693425952,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24787,24884.030544321136,220.84999999999997,2470,0.08286705506009169,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24847,24944.501785635603,221.84999999999997,2450,0.08993256023382362,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,24889,24986.83233644621,222.84999999999997,2430,0.09598156821861059,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,25049,25148.096722263486,224.45,2370,0.11460966882149623,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,25363,25464.60177278243,221.84999999999997,2260,0.11099212989146345,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,25627,25730.73222401214,220.34999999999997,2170,0.08704207310632169,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,25889,25994.86847935918,222.04999999999998,2080,0.09291156729970543,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,25965,26071.492247189573,223.04999999999998,2060,0.09914509912116935,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,26153,26261.04315616829,223.54999999999998,2000,0.12814641040092686,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,26198,26306.416054294023,223.74999999999997,1990,0.11278750077144796,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,26404,26514.131334669328,223.34999999999997,1930,0.11645899920797272,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,26748,26861.025824571116,222.34999999999997,1830,0.10240475973425892,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,26935,27049.615101888186,223.84999999999997,1770,0.10922319544612502,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,27120,27236.198346637393,224.95,1720,0.1261261832630944,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,27509,27628.56301995637,224.34999999999997,1630,0.1241354052298742,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,27960,28083.524342506313,223.45,1520,0.11833586157620388,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,28034,28158.180508196587,223.54999999999998,1500,0.12814641040092686,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,28068,28192.482575088903,223.64999999999998,1490,0.11278750077144796,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,28139,28264.11455028081,223.84999999999997,1480,0.11278750077144815,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,28350,28477.002159782165,226.04999999999998,1430,0.1343877861575897,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,28619,28748.4292248584,226.04999999999998,1370,0.15005827516256215,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,29107,29240.89113556846,225.45,1270,0.1343877861575897,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,29181,29315.57436936841,225.64999999999998,1260,0.1365298337750205,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,29659,29798.029777906395,227.45,1170,0.15483581273523814,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,29707,29846.481210622504,227.45,1160,0.15975339165721722,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,30256,30400.6967658314,227.64999999999998,1070,0.16226586130729578,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,30500,30647.045666432616,227.45,1030,0.16226586130729578,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,30717,30866.150613439764,228.34999999999997,1000,0.192415440975485,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,30782,30931.78405320026,228.54999999999998,990,0.1648147500354305,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,31161,31314.504355867935,227.45,930,0.15975339165721722,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,31338,31493.257516803606,229.04999999999998,910,0.16740053910835015,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,31866,32026.546721054878,229.24999999999997,840,0.18371785912540212,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,32113,32276.05159650656,228.64999999999998,810,0.17812252539482493,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,32321,32486.176081221358,229.74999999999997,790,0.18371785912540212,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,32432,32598.315476696836,229.64999999999998,770,0.1865759135577175,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,32826,32996.3916033359,229.14999999999998,730,0.18090023724753101,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,32999,33171.19704663375,229.45,710,0.18371785912540212,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,33100,33273.25551349486,229.64999999999998,700,0.21420717670816822,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,33556,33734.07492333799,231.04999999999998,650,0.19539798998306215,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,34111,34295.030335515694,233.04999999999998,600,0.24188611335717075,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,34583,34772.17261474399,233.95,560,0.27694264114348316,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,34669,34859.11722866637,233.84999999999997,550,0.28534297686472526,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,35228,35424.31488160002,234.04999999999998,510,0.2647684925299899,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,35384,35582.06229966802,234.54999999999998,500,0.3166271730232157,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,35786,35988.60114665764,234.64999999999998,470,0.29838432557138933,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,36169,36375.97357559737,235.04999999999998,450,0.29397744486405236,False, ,B,B
CHM00054511,2026-01-01T00:00:00Z,36336,36544.89478975323,234.14999999999998,430,0.3166271730232157,False, ,B,A
CHM00054511,2026-01-01T00:00:00Z,36529,36740.126234823154,233.14999999999998,420,0.27282845661900906,False, ,B,A
CHM00054511,2026-01-01T00:00:00Z,36790,37004.1628544159,233.04999999999998,410,0.24930273758128813,False, ,B,A
