band,nuisance_policy,elapsed_s,residual_std_db,pilots,sensing_tones,within_ideal_pass_above_45deg,target,control,truth_ug_m3,bias_ug_m3,mae_ug_m3,rmse_ug_m3,p95_absolute_error_ug_m3,mae_pct_of_truth,rmse_pct_of_truth,within_20pct_of_truth_pct,negative_estimate_pct
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,CH3OH,absent,0.0,-0.0919638116471214,22.999692799618213,28.6772856957077,55.97701880221463,,,,49.84
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,CH3CN,positive,1.0,0.03337497440407851,2.298439556640262,2.8619217732944042,5.51646079731688,229.8439556640262,286.1921773294404,5.58,36.08
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,CH3CN,absent,0.0,-0.003697135035680148,2.2859414072899162,2.8710658989479287,5.688635908725983,,,,50.480000000000004
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PM2.5,positive,49.0,-17660535.342436645,677013217.3975471,848898367.6631031,1659164433.3606462,1381659627.341933,1732445648.292047,0.0,50.739999999999995
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PM2.5,absent,0.0,-5612074.600174916,667686810.4062289,832013069.9936987,1601098249.109619,,,,50.0
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PMcoarse,positive,41.0,21680960.948343024,831125403.9269154,1042137727.4162538,2036767014.6851866,2027135131.529062,2541799335.161595,0.0,49.26
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PMcoarse,absent,0.0,6888221.086506033,819673857.616267,1021406370.6844133,1965594803.579744,,,,50.0
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PM10,positive,90.0,4020425.6059063673,154112186.52936834,193239371.7375367,377669102.04708266,171235762.81040928,214710413.04170746,0.0,49.26
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PM10,absent,0.0,1276146.486331115,151987057.20238462,189393312.65800533,364496554.4701251,,,,49.980000000000004
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,H2CO,positive,1.0,0.13626103690627503,11.109521929916685,13.95166410925229,27.06755473695918,1110.9521929916684,1395.166410925229,1.18,46.12
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,H2CO,absent,0.0,-0.3448642896465843,10.876954544761908,13.675607058369652,26.71794600536211,,,,50.38
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,CH3OH,positive,1.0,0.5813823795650566,24.01580624456694,29.90952934134467,58.078186260347046,2401.580624456694,2990.952934134467,0.36,47.599999999999994
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,CH3OH,absent,0.0,-0.15950443668718786,23.972841281005707,29.87106865130699,58.64855599848012,,,,49.7
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,CH3CN,positive,1.0,0.03452440015136837,2.326137091735835,2.8991288495007552,5.612003115664737,232.61370917358352,289.9128849500755,5.4,36.059999999999995
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,CH3CN,absent,0.0,-0.004894735735723375,2.3106688043492705,2.9064883505988037,5.770225213919936,,,,50.96000000000001
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PM2.5,positive,49.0,-13873353.568723358,718053114.9358014,903604108.7895027,1779981849.1937964,1465414520.2771456,1844090017.9377606,0.0,50.339999999999996
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PM2.5,absent,0.0,-10809403.022899903,707900600.1620033,883220942.4804678,1714147474.643553,,,,50.38
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PMcoarse,positive,41.0,17031124.78136366,881506873.6931069,1109295627.8923519,2185178875.0249696,2150016765.105139,2705599092.42037,0.0,49.64
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PMcoarse,absent,0.0,13268719.081901781,869041806.2021099,1084271690.6971073,2104295625.8933773,,,,49.64
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PM10,positive,90.0,3157771.2126402976,163453761.99305943,205691531.89576155,405197025.8311734,181615291.10339937,228546146.5508462,0.0,49.64
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PM10,absent,0.0,2459316.0590018746,161141224.26484686,201050761.23628938,390148151.24982387,,,,49.66
