band,nuisance_policy,elapsed_s,residual_std_db,pilots,sensing_tones,within_ideal_pass_above_45deg,target,standard_error_ug_m3,tp,fp,fn,tn,positive_draws,null_draws,precision_pct,recall_pct,false_positive_rate_pct,specificity_pct,accuracy_pct,f1_pct,evaluated_positive_prevalence_pct,precision_ci95_lower_pct,precision_ci95_upper_pct,recall_ci95_lower_pct,recall_ci95_upper_pct,false_positive_ci95_lower_pct,false_positive_ci95_upper_pct,average_precision_pct
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PM10,4.6787734921968634e+17,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.66554645353298
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,H2CO,15.285235634178058,15,6,4985,4994,5000,5000,71.42857142857143,0.3,0.12,99.88,50.09,0.5974905397331209,50.0,50.04361928391441,86.18613704787788,0.18189297776376753,0.4944165955749107,0.055008316775915556,0.2615776292629832,52.63021542359944
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,CH3OH,28.997096668134347,13,8,4987,4992,5000,5000,61.904761904761905,0.26,0.16,99.83999999999999,50.05,0.5178251344353715,50.0,40.87865377511576,79.24898863143551,0.15201269998326156,0.44435828951102124,0.08109751397282834,0.31542701591046596,51.654413375181484
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,CH3CN,2.8705041419038513,13,15,4987,4985,5000,5000,46.42857142857143,0.26,0.3,99.7,49.98,0.5171042163882259,50.0,29.531569982795382,64.18731076553209,0.15201269998326156,0.44435828951102124,0.18189297776376753,0.4944165955749107,58.6704021323835
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PM2.5,4.934309150654331e+16,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.683238353550685
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PMcoarse,2579750949844056.5,13,7,4987,4993,5000,5000,65.0,0.26,0.13999999999999999,99.86,50.06,0.5179282868525896,50.0,43.285427668523624,81.88081758989179,0.15201269998326156,0.44435828951102124,0.06783326019524562,0.28872197776585085,49.734105068800055
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PM10,4.676334055670083e+16,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.683238353550685
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,H2CO,15.73202673328642,18,7,4982,4993,5000,5000,72.0,0.36,0.13999999999999999,99.86,50.11,0.7164179104477612,50.0,52.423394809638424,85.71614614904344,0.22784407544130153,0.5683733736639698,0.06783326019524562,0.28872197776585085,52.87452272103032
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,CH3OH,30.023168893773203,13,6,4987,4994,5000,5000,68.42105263157895,0.26,0.12,99.88,50.07,0.5180314803745766,50.0,46.01040767532748,84.63562091220773,0.15201269998326156,0.44435828951102124,0.055008316775915556,0.2615776292629832,51.385397145776736
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,CH3CN,2.908681450118832,19,16,4981,4984,5000,5000,54.285714285714285,0.38,0.32,99.68,50.03,0.7547169811320755,50.0,38.189725068483746,69.53398071159278,0.2434138850885676,0.5927728559389015,0.19707278219023716,0.5192060830706388,58.59507860634861
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PM2.5,5.0835788590729096e+16,6,9,4994,4991,5000,5000,40.0,0.12,0.18,99.82,49.97,0.23928215353938184,50.0,19.82449614134158,64.25316987937539,0.055008316775915556,0.2615776292629832,0.09472935076811986,0.34176447103737206,50.60641787583528
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PMcoarse,2657791995256801.0,11,6,4989,4994,5000,5000,64.70588235294117,0.22,0.12,99.88,50.05,0.43850906916483956,50.0,41.300363485218696,82.69027960275626,0.12289154071388131,0.3935408649360061,0.055008316775915556,0.2615776292629832,49.84394729555609
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PM10,4.817799659547388e+16,6,9,4994,4991,5000,5000,40.0,0.12,0.18,99.82,49.97,0.23928215353938184,50.0,19.82449614134158,64.25316987937539,0.055008316775915556,0.2615776292629832,0.09472935076811986,0.34176447103737206,50.60641787583528
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,H2CO,1.1390884952191669,111,6,4889,4994,5000,5000,94.87179487179486,2.22,0.12,99.88,51.05,4.338479577877663,50.0,89.26194657545686,97.62876214711834,1.8468128073239216,2.666548790545738,0.055008316775915556,0.2615776292629832,73.53641271200945
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,CH3OH,2.161278989489475,33,8,4967,4992,5000,5000,80.48780487804879,0.66,0.16,99.83999999999999,50.25,1.3092640349137077,50.0,65.98641481293657,89.76556261484198,0.47035107132362636,0.9254057566146109,0.08109751397282834,0.31542701591046596,62.59655029317322
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,CH3CN,0.21394601514798436,4795,15,205,4985,5000,5000,99.68814968814968,95.89999999999999,0.3,99.7,97.8,97.75739041794088,50.0,99.48607809083978,99.81091872323924,95.31422237269895,96.4153025887448,0.18189297776376753,0.4944165955749107,99.94415135398339
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PM2.5,3673158628055659.0,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.67301112806888
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PMcoarse,192039739027230.88,13,7,4987,4993,5000,5000,65.0,0.26,0.13999999999999999,99.86,50.06,0.5179282868525896,50.0,43.285427668523624,81.88081758989179,0.15201269998326156,0.44435828951102124,0.06783326019524562,0.28872197776585085,49.73779819649071
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PM10,3481118889028546.0,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.67301112806888
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,H2CO,2.727179307700123,30,6,4970,4994,5000,5000,83.33333333333334,0.6,0.12,99.88,50.24,1.1914217633042097,50.0,68.10920568872054,92.12955240498188,0.4206136160498105,0.8552353361218336,0.055008316775915556,0.2615776292629832,60.56123792739355
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,CH3OH,6.242982398237224,6,8,4994,4992,5000,5000,42.857142857142854,0.12,0.16,99.83999999999999,49.98,0.23932987634623054,50.0,21.380798904474123,67.40935542034926,0.055008316775915556,0.2615776292629832,0.08109751397282834,0.31542701591046596,54.05877715506344
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,CH3CN,0.4604650769992169,1147,10,3853,4990,5000,5000,99.13569576490924,22.939999999999998,0.2,99.8,61.37,37.258405067402954,50.0,98.41633517523928,99.52985647397054,21.79563814858536,24.125909880681135,0.10867468609438852,0.3677884276333011,93.64208590711635
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PM2.5,1.1294241653955668e+16,5,5,4995,4995,5000,5000,50.0,0.1,0.1,99.9,50.0,0.1996007984031936,50.0,23.6593090512564,76.3406909487436,0.042721349110879964,0.2338953050058211,0.042721349110879964,0.2338953050058211,49.93372446216493
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PMcoarse,590484520409665.9,6,8,4994,4992,5000,5000,42.857142857142854,0.12,0.16,99.83999999999999,49.98,0.23932987634623054,50.0,21.380798904474123,67.40935542034926,0.055008316775915556,0.2615776292629832,0.08109751397282834,0.31542701591046596,50.019063505085334
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PM10,1.0703757133546278e+16,5,5,4995,4995,5000,5000,50.0,0.1,0.1,99.9,50.0,0.1996007984031936,50.0,23.6593090512564,76.3406909487436,0.042721349110879964,0.2338953050058211,0.042721349110879964,0.2338953050058211,49.933728769224814
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,H2CO,5060859043396.022,9,5,4991,4995,5000,5000,64.28571428571429,0.18,0.1,99.9,50.04,0.35899481451934584,50.0,38.7644231039074,83.65526824644587,0.09472935076811986,0.34176447103737206,0.042721349110879964,0.2338953050058211,51.26158824557609
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,CH3OH,1953159696461.0005,6,7,4994,4993,5000,5000,46.15384615384615,0.12,0.13999999999999999,99.86,49.99,0.23937761819269898,50.0,23.206067809538304,70.85620428549399,0.055008316775915556,0.2615776292629832,0.06783326019524562,0.28872197776585085,50.4793594899258
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,CH3CN,6384106325.187555,9,12,4991,4988,5000,5000,42.857142857142854,0.18,0.24,99.76,49.97,0.3584943238398725,50.0,24.46996892537596,63.45344563069328,0.09472935076811986,0.34176447103737206,0.13734655564128323,0.4190551419308018,49.3880441640967
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PM2.5,1.770854088652378e+18,9,8,4991,4992,5000,5000,52.94117647058824,0.18,0.16,99.83999999999999,50.01,0.35878014749850506,50.0,30.963235060004422,73.83489355759056,0.09472935076811986,0.34176447103737206,0.08109751397282834,0.31542701591046596,49.55602002576533
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PMcoarse,2.1712673658483702e+18,7,7,4993,4993,5000,5000,50.0,0.13999999999999999,0.13999999999999999,99.86,50.0,0.2792181890706023,50.0,26.799202452413635,73.20079754758638,0.06783326019524562,0.28872197776585085,0.06783326019524562,0.28872197776585085,51.045590108017926
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PM10,4.047712256288819e+17,8,7,4992,4993,5000,5000,53.333333333333336,0.16,0.13999999999999999,99.86,50.01,0.3190428713858425,50.0,30.116980025498396,75.19046463426261,0.08109751397282834,0.31542701591046596,0.06783326019524562,0.28872197776585085,51.18485799996733
